Elongation,Force,?,Time,
61.84280664,8.327302933,22.62122184,0.309899998,
61.95284054,8.429944038,22.63284102,0.310450013,
62.06277385,8.44732666,22.70255238,0.310999997,
62.1728003,8.306302071,22.73740806,0.311550013,
62.28283048,8.459094048,22.73740806,0.312099997,
62.39276379,8.445023537,22.80711941,0.312650013,
62.50279397,8.622898102,22.81873673,0.313199997,
62.61273474,8.563692093,22.83035405,0.313750013,
62.72280216,8.498900414,22.91168459,0.314299997,
62.83274293,8.515581131,22.94654027,0.314850012,
62.94272095,8.620654106,22.96977863,0.315399996,
63.05279583,8.636466026,22.98139594,0.315950012,
63.16273659,8.678506851,23.00463244,0.316499996,
63.27275932,8.727045059,23.0511073,0.317050012,
63.38270009,8.693493843,23.10919948,0.317599996,
63.49277496,8.833621025,23.10919948,0.318150012,
63.60266358,8.591394424,23.17891084,0.318699996,
63.71273845,8.69670105,23.19052815,0.319250011,
63.82276863,8.675581932,23.22538383,0.319799995,
63.9327988,8.931056023,23.26024137,0.320350011,
64.04273212,8.837399483,23.29509519,0.320899995,
64.152807,8.622294426,23.32995087,0.321450011,
64.26274031,8.757756233,23.38804491,0.321999995,
64.37277049,8.802249908,23.38804491,0.322550011,
64.48279321,8.958552361,23.39966223,0.323099995,
64.59287554,8.899594307,23.42289872,0.32365001,
64.70280886,8.795443535,23.49261008,0.324199994,
64.81278688,9.011118889,23.53908308,0.32475001,
64.92286921,8.937582016,23.57394062,0.325299994,
65.03285468,8.94876194,23.57394062,0.32585001,
65.1428327,8.921268463,23.59717712,0.326399994,
65.25281817,8.903579712,23.69012497,0.32695001,
65.36284089,9.026769638,23.67850766,0.327499994,
65.47287107,9.113747597,23.74821715,0.328050009,
65.58285654,9.005720139,23.74821715,0.328599993,
65.69287926,9.256806374,23.78307283,0.329150009,
65.80282003,9.174009323,23.84116501,0.329699993,
65.91284275,9.142749786,23.88763987,0.330250009,
66.02282822,9.271029472,23.9108745,0.330799993,
66.13281369,9.204838753,23.92249554,0.331350009,
66.24283642,9.155970573,23.94573204,0.331899993,
66.35282189,9.422159195,24.00382422,0.332450008,
66.46279991,9.325991631,24.0386799,0.332999992,
66.57283008,9.269688606,24.0619164,0.333550008,
66.68271869,9.271656036,24.13162775,0.334099992,
66.79288298,9.100669861,24.10839126,0.334650008,
66.90273434,9.353482246,24.12000857,0.335199992,
67.01285392,9.362577438,24.16648343,0.335750008,
67.12274253,9.371904373,24.22457561,0.336299992,
67.23286211,9.327204704,24.23619479,0.336850007,
67.34279543,9.377540588,24.28266965,0.337399991,
67.4527809,9.357644081,24.30590428,0.337950007,
67.56280363,9.449110985,24.31752346,0.338499991,
67.6728785,9.482850075,24.37561564,0.339050007,
67.78281927,9.328048706,24.41047132,0.339599991,
67.89289415,9.460533142,24.4220905,0.340150007,
68.00282747,9.539473534,24.45694618,0.340699991,
68.1129545,9.593286514,24.46856536,0.341250006,
68.22283566,9.565034866,24.51503836,0.34179999,
68.33291799,9.593037605,24.56151135,0.342350006,
68.44285131,9.682606697,24.58474971,0.34289999,
68.55292618,9.562149048,24.58474971,0.343450006,
68.66282225,9.495203018,24.61960353,0.34399999,
68.77288967,9.735491753,24.63122457,0.344550006,
68.88283044,9.681389809,24.68931489,0.34509999,
68.99286062,9.78959465,24.72417057,0.345650005,
69.10279393,9.598435402,24.77064542,0.346199989,
69.21282411,9.757891655,24.79388192,0.346750005,
69.32280213,9.593223572,24.80549924,0.347299989,
69.4328323,9.738425255,24.86359328,0.347850005,
69.54281032,9.713392258,24.87521246,0.348399989,
69.65279579,9.908551216,24.89844896,0.348950005,
69.76278126,9.871717453,24.96816032,0.349499989,
69.87284869,9.840433121,24.96816032,0.350050004,
69.98283416,9.841795921,25.01463331,0.350599988,
70.09276748,9.710836411,25.03786981,0.351150004,
70.20284235,9.877301216,25.04949085,0.351699988,
70.31268626,10.02580452,25.07272735,0.352250004,
70.42280585,9.849643707,25.11920035,0.352799988,
70.53265721,10.13872147,25.18891171,0.353350004,
70.64276934,10.0464325,25.18891171,0.353899988,
70.75275481,9.95528698,25.22376552,0.354450003,
70.86269557,10.07276535,25.22376552,0.354999987,
70.972763,9.998711586,25.27024038,0.355550003,
71.08270377,10.24489117,25.30509606,0.356099987,
71.19272649,10.04124737,25.35157092,0.356650003,
71.30275667,10.20564651,25.38642474,0.357199987,
71.41278684,10.2940979,25.39804392,0.357750003,
71.52276486,10.25502491,25.43289959,0.358299987,
71.63279504,10.29804325,25.47937445,0.358850002,
71.74278051,10.29950619,25.47937445,0.359399986,
71.85280323,10.26749134,25.52584931,0.359950002,
71.96269929,10.26878357,25.56070313,0.360499986,
72.07287103,10.34403324,25.57232045,0.361050002,
72.18275219,10.46425247,25.60717799,0.361599986,
72.29287922,10.39217567,25.63041449,0.362150002,
72.40281254,10.42059517,25.6420318,0.362699986,
72.51284271,10.44392967,25.65365285,0.363250001,
72.62282819,10.50832844,25.68850666,0.363799985,
72.73275405,10.34891891,25.75821802,0.364350001,
72.84279168,10.51187229,25.75821802,0.364899985,
72.9527697,10.41638088,25.8163102,0.365450001,
73.06275517,10.6310997,25.82792938,0.365999985,
73.17273319,10.68866253,25.85116588,0.366550001,
73.28271121,10.5219698,25.89764073,0.367099984,
73.39269668,10.58256531,25.89764073,0.36765,
73.50277156,10.58128071,25.90925805,0.368199984,
73.61261547,10.75636768,25.92087723,0.36875,
73.72273505,10.6757412,25.94411559,0.369300016,
73.83267581,10.74719334,26.00220591,0.36985,
73.94270599,10.64440823,26.03706159,0.370400016,
74.05272871,10.73733616,26.08353645,0.370949999,
74.16266948,10.68964767,26.10677294,0.371500015,
74.27274436,10.66754341,26.13001131,0.372049999,
74.38267767,10.81897354,26.1532478,0.372600015,
74.49279726,10.84895611,26.1997208,0.373149999,
74.60273057,10.83923054,26.2229573,0.373700015,
74.71276075,11.02271366,26.21133998,0.374249999,
74.82279092,10.84399128,26.23457648,0.374800014,
74.93281364,11.14850712,26.28104948,0.375349998,
75.04279912,11.09706402,26.31590702,0.375900014,
75.15278459,11.06409168,26.35076083,0.376449998,
75.26276261,11.14358425,26.39723569,0.377000014,
75.37279278,11.00144672,26.39723569,0.377549998,
75.4827261,11.14288616,26.42047219,0.378100014,
75.59275627,11.11848068,26.44371055,0.378649998,
75.7028386,11.18639183,26.45532787,0.379200013,
75.81276447,11.17360783,26.49018355,0.379749997,
75.92274994,11.15616131,26.53665654,0.380300013,
76.03277266,11.26155949,26.57151222,0.380849997,
76.14285499,11.1598835,26.61798708,0.381400013,
76.2527436,11.28312683,26.61798708,0.381949997,
76.36281848,11.31345081,26.66446194,0.382500013,
76.47284865,11.2940979,26.68769844,0.383049997,
76.58278197,11.46329212,26.7341733,0.383600012,
76.69281214,11.38840103,26.75740793,0.384149996,
76.80275291,11.27080059,26.79226547,0.384700012,
76.91277564,11.38940239,26.79226547,0.385249996,
77.02276111,11.44297981,26.80388279,0.385800012,
77.13279128,11.54130745,26.82711929,0.386349996,
77.2427693,11.60645294,26.86197497,0.386900012,
77.35275477,11.58085918,26.89683065,0.387449996,
77.4627775,11.55353546,26.92006901,0.388000011,
77.57276297,11.55585957,26.96654201,0.388549995,
77.68274099,11.57585812,26.96654201,0.389100011,
77.79277116,11.63656616,26.9897785,0.389649995,
77.90280133,11.69464397,27.03625336,0.390200011,
78.01277936,11.78742123,27.05948986,0.390749995,
78.12280953,11.81432056,27.08272822,0.391300011,
78.23288441,11.71329689,27.10596472,0.391849995,
78.34286243,11.78606033,27.12920122,0.39240001,
78.4528926,11.81077862,27.17567421,0.392949994,
78.56283337,11.82081318,27.1872934,0.39350001,
78.67290825,11.93424416,27.21053176,0.394049994,
78.78289372,11.86629295,27.23376825,0.39460001,
78.89281958,11.90046597,27.25700289,0.395149994,
79.00284976,12.00679874,27.26862393,0.39570001,
79.11279052,12.07250881,27.29186043,0.396249994,
79.2228654,11.94696426,27.31509693,0.396800009,
79.33275402,11.91924858,27.33833343,0.397349993,
79.44282889,12.1169281,27.36156993,0.397900009,
79.55271751,12.03053761,27.38480829,0.398449993,
79.66279238,12.21957493,27.43128128,0.399000009,
79.7727257,12.18945313,27.45451964,0.399549993,
79.88275588,12.10940933,27.46613696,0.400100009,
79.9927339,12.2752943,27.47775614,0.400649993,
80.10281622,12.1486969,27.51261182,0.401200008,
80.21275699,12.30308723,27.54746564,0.401749992,
80.32272756,12.19101238,27.58232318,0.402300008,
80.43276519,12.37121391,27.60555968,0.402849992,
80.54274321,12.39545631,27.62879804,0.403400008,
80.65272868,12.39993191,27.65203267,0.403949992,
80.76265454,12.50124454,27.67526917,0.404500008,
80.87278157,12.31365395,27.69850753,0.405049992,
80.98267019,12.43429089,27.72174403,0.405600007,
81.09274507,12.34731483,27.75659971,0.406149991,
81.20268583,12.58547592,27.80307457,0.406700007,
81.31276071,12.48126698,27.81469375,0.407249991,
81.42273873,12.64268589,27.82631107,0.407800007,
81.53276891,12.62862778,27.86116675,0.408349991,
81.64274693,12.81582165,27.88440324,0.408900007,
81.7528218,12.73110676,27.91926078,0.409449991,
81.86271787,12.64990997,27.9308781,0.410000006,
81.97278529,12.66302967,27.96573192,0.41054999,
82.08272606,12.78897762,27.97735296,0.411100006,
82.19280094,12.93902206,28.0238241,0.41164999,
82.30268955,12.73747253,28.03544514,0.412200006,
82.41276443,12.82260513,28.07029895,0.41274999,
82.52274245,12.7863512,28.08191814,0.413300006,
82.63272792,12.76572514,28.11677381,0.41384999,
82.7427581,12.96541595,28.12839113,0.414400005,
82.85269141,12.89470863,28.16324867,0.414949989,
82.96272159,12.9067049,28.17486599,0.415500005,
83.07274431,12.93972874,28.19810249,0.416049989,
83.18268508,13.08363914,28.23295817,0.416600005,
83.29281211,13.0072937,28.26781385,0.417149989,
83.40269327,13.05770779,28.27943303,0.417700005,
83.5128203,13.00982761,28.30266953,0.418249989,
83.62270147,13.15834522,28.32590602,0.418800004,
83.73278379,13.27259827,28.37238088,0.419349988,
83.84262025,13.20878124,28.40723656,0.419900004,
83.95279199,13.17155457,28.41885388,0.420449988,
84.06272531,13.22781754,28.45371142,0.421000004,
84.17270333,13.31393814,28.46532874,0.421549988,
84.28264409,13.27549171,28.50018442,0.422100004,
84.39277112,13.2024622,28.54665741,0.422649988,
84.50270444,13.16435432,28.54665741,0.423200003,
84.61273462,13.18187904,28.56989391,0.423749987,
84.72271264,13.49290085,28.59313227,0.424300003,
84.83278751,13.34408474,28.61636877,0.424849987,
84.94272828,13.47934246,28.63960713,0.425400003,
85.052751,13.49224949,28.66284363,0.425949987,
85.16278118,13.30245209,28.69769931,0.426500003,
85.27285606,13.56543446,28.70931849,0.427049987,
85.38278937,13.42113113,28.7441723,0.427600002,
85.49281955,13.55691814,28.76741067,0.428149986,
85.60284972,13.57394981,28.80226448,0.428700002,
85.71282774,13.67611122,28.81388366,0.429249986,
85.82285792,13.78129387,28.83712016,0.429800002,
85.93283594,13.66154003,28.88359502,0.430349986,
86.0427767,13.65824413,28.90683152,0.430900002,
86.15280688,13.75086308,28.9416872,0.431449986,
86.26274019,13.9437542,28.96492369,0.432000001,
86.37281507,13.82649708,28.98816019,0.432549985,
86.48265898,13.8744812,29.04625237,0.433100001,
86.59287542,13.80257988,29.04625237,0.433649985,
86.70271188,13.9766283,29.05787341,0.434200001,
86.81283891,13.89695168,29.09272723,0.434749985,
86.92263067,14.07393074,29.12758291,0.435300001,
87.0328024,13.89803505,29.15081941,0.435849984,
87.14269102,13.95455074,29.17405777,0.4364,
87.25272119,14.15784836,29.19729427,0.436949984,
87.36274391,13.95946217,29.24376912,0.4375,
87.47278154,13.92717075,29.27862294,0.438050016,
87.58270741,14.12051487,29.29024398,0.4386,
87.69264817,14.03991032,29.31347862,0.439150016,
87.80272305,14.14864063,29.34833616,0.439699999,
87.91270107,14.30704498,29.37157266,0.440250015,
88.0227834,14.21619987,29.40642647,0.440799999,
88.13271672,14.21892357,29.44128215,0.441350015,
88.2428363,14.27260494,29.46451865,0.441899999,
88.35277706,14.34117126,29.49937433,0.442450015,
88.46279979,14.1839447,29.52261083,0.442999999,
88.57278526,14.39503574,29.54584919,0.443550014,
88.68281543,14.49092102,29.56908569,0.444099998,
88.79279345,14.47642803,29.60394137,0.444650014,
88.90282363,14.41436863,29.65041623,0.445199998,
89.01275694,14.47588825,29.66203541,0.445750014,
89.12278712,14.49914169,29.69688922,0.446299998,
89.23272789,14.48727703,29.7085084,0.446850014,
89.34275061,14.43623447,29.7549814,0.447399998,
89.45269138,14.46667385,29.76660244,0.447950013,
89.5626694,14.64057827,29.78983894,0.448499997,
89.67278898,14.58350182,29.82469276,0.449050013,
89.78258818,14.6444149,29.87116762,0.449599997,
89.89279717,14.59753036,29.88278493,0.450150013,
90.00264853,14.62661934,29.90602329,0.450699997,
90.11281282,14.66221428,29.92925979,0.451250013,
90.22270143,14.53528118,29.97573465,0.451799997,
90.3327316,14.73183155,29.99896929,0.452350012,
90.44279903,14.75368404,30.02220765,0.452899996,
90.5526951,14.74679852,30.06868251,0.453450012,
90.66276997,14.89780807,30.091919,0.453999996,
90.77265859,14.74894047,30.1151555,0.454550012,
90.88273346,14.7380867,30.13839386,0.455099996,
90.99266678,14.76692295,30.17324768,0.455650012,
91.10265225,14.73858452,30.18486872,0.456199996,
91.21271968,14.89964676,30.21972254,0.456750011,
91.32261574,14.95528126,30.2429609,0.457299995,
91.43264592,14.83974266,30.27781472,0.457850011,
91.54271334,14.95695782,30.28943203,0.458399995,
91.65260941,14.91734409,30.32428958,0.458950011,
91.76273644,14.91807365,30.35914339,0.459499995,
91.87266231,14.98854637,30.40561825,0.460050011,
91.98274463,15.05962563,30.42885661,0.460599995,
92.09272265,15.01677513,30.45209311,0.46115001,
92.20270813,14.99647617,30.48694879,0.461699994,
92.312783,15.17874432,30.53342178,0.46225001,
92.42276102,15.20058441,30.57989478,0.462799994,
92.53270179,15.1552887,30.59151396,0.46335001,
92.64272451,15.2177248,30.63798882,0.463899994,
92.75270998,15.24207687,30.66122718,0.46445001,
92.86274016,15.16856098,30.696081,0.464999994,
92.97271818,15.3139801,30.7193175,0.465550009,
93.08270365,15.41641521,30.76579235,0.466099993,
93.19272637,15.28288841,30.78902885,0.466650009,
93.30271184,15.2989912,30.81226535,0.467199993,
93.41269732,15.40967178,30.83550185,0.467750009,
93.52272004,15.34530258,30.87035939,0.468299993,
93.63270551,15.40632915,30.90521507,0.468850009,
93.74268353,15.38232803,30.92845157,0.469399993,
93.8526243,15.38268471,30.95168807,0.469950008,
93.96269917,15.5302248,30.99816106,0.470499992,
94.0726772,15.4103775,31.02139942,0.471050008,
94.18261796,15.57923317,31.04463592,0.471599992,
94.29264069,15.49852562,31.09111078,0.472150008,
94.40262616,15.41963673,31.1259646,0.472699992,
94.51265633,15.45083714,31.13758378,0.473250008,
94.62258965,15.5704689,31.17243946,0.473799992,
94.73266453,15.59065723,31.19567595,0.474350007,
94.84264255,15.60176182,31.23053163,0.474899991,
94.95262802,15.71397114,31.25376999,0.475450007,
95.06270289,15.64975929,31.26538917,0.475999991,
95.17268091,15.62584686,31.28862381,0.476550007,
95.28271854,15.65667248,31.33509681,0.477099991,
95.39269656,15.75455856,31.34671599,0.477650007,
95.50272673,15.69368553,31.38157353,0.478199991,
95.6127122,15.61948776,31.40480816,0.478750006,
95.72274238,15.81441879,31.4396657,0.47929999,
95.8327651,15.90516758,31.47451952,0.479850006,
95.94279528,15.74105835,31.49775788,0.48039999,
96.05272859,15.85796928,31.52099252,0.480950006,
96.16275877,15.83028221,31.55585006,0.48149999,
96.27274424,15.81293488,31.5907076,0.482050006,
96.38276696,15.85023785,31.61394224,0.48259999,
96.49270773,15.91406727,31.6371806,0.483150005,
96.60282731,15.88949299,31.67203441,0.483699989,
96.71276063,16.08810997,31.69527277,0.484250005,
96.8227908,16.04078484,31.74174577,0.484799989,
96.93267941,15.99692822,31.75336495,0.485350005,
97.042799,16.02319717,31.81145713,0.485899989,
97.15268761,16.06662178,31.83469549,0.486450005,
97.26271778,16.22701645,31.8695493,0.486999989,
97.37274796,16.23703575,31.89278767,0.487550004,
97.48268127,16.07566261,31.9160223,0.488099988,
97.59280086,16.18816757,31.93926066,0.488650004,
97.70268947,16.2366848,31.97411448,0.489199988,
97.81271964,16.2943821,31.99735284,0.489750004,
97.92266041,16.22634697,32.03220665,0.490299988,
98.03272784,16.20079422,32.0670642,0.490850004,
98.1426686,16.32270241,32.09030256,0.491399988,
98.25269133,16.18661118,32.12515637,0.491950003,
98.3626768,16.25152969,32.14839473,0.492499987,
98.47275913,16.23020935,32.18325227,0.493050003,
98.58268499,16.34688759,32.20648691,0.493599987,
98.69271517,16.32478333,32.25295991,0.494150003,
98.80270064,16.31080246,32.28781372,0.494699987,
98.91273081,16.45353317,32.32267126,0.495250003,
99.02271628,16.40670967,32.35752508,0.495799987,
99.13268685,16.3819809,32.38076344,0.496350002,
99.24276918,16.48897743,32.41561726,0.496899986,
99.35265034,16.50642395,32.43885934,0.497450002,
99.46273267,16.46908379,32.4969478,0.497999986,
99.57267344,16.50891113,32.50856698,0.498550002,
99.68269616,16.62153053,32.54342452,0.499099986,
99.79262948,16.57274246,32.57827833,0.499650002,
99.90266711,16.8021965,32.60151669,0.500199986,
100.0126898,16.5983448,32.63637051,0.500750001,
100.1226753,16.59767151,32.67122805,0.501299985,
100.232698,16.64564514,32.70608187,0.501850001,
100.3427282,16.53579521,32.71770105,0.502399985,
100.452669,16.76379395,32.74093568,0.502950001,
100.562647,16.68212509,32.7757895,0.503499985,
100.6726772,16.70654106,32.79903159,0.504050001,
100.7827073,16.75832748,32.81065077,0.504599984,
100.8926407,16.7842617,32.84550458,0.50515,
101.0026261,16.669981,32.85712004,0.505699984,
101.1126935,16.78447151,32.89197758,0.50625,
101.2226343,16.91119766,32.91521594,0.506800016,
101.3326123,16.89552689,32.9384543,0.50735,
101.4425978,16.92665672,32.98492357,0.507900016,
101.552628,16.96171188,33.00816193,0.508449999,
101.6626954,16.87941933,33.03140029,0.509000015,
101.7725915,16.89658928,33.06625411,0.509549999,
101.8826663,16.87798119,33.07787329,0.510100015,
101.9926891,16.88832474,33.10111165,0.510649999,
102.1026298,17.12661552,33.12434629,0.511200015,
102.2126973,16.91508865,33.14758465,0.511749999,
102.3226827,16.98142242,33.18244219,0.512300014,
102.4327129,16.9936924,33.20567682,0.512849998,
102.5426462,17.25881195,33.22891518,0.513400014,
102.6526764,17.03852463,33.26377273,0.513949998,
102.7626544,16.95542717,33.28700736,0.514500014,
102.8726399,17.15919876,33.32186118,0.515049998,
102.9827222,17.18600655,33.34509954,0.515600014,
103.0927002,17.16920471,33.37995708,0.516149998,
103.2027751,17.10577774,33.4148109,0.516700013,
103.3127159,17.24555016,33.43804553,0.517249997,
103.4227386,17.24700546,33.46128389,0.517800013,
103.5327241,17.24671364,33.48451853,0.518349997,
103.6427021,17.19753647,33.51937979,0.518900013,
103.7527323,17.28919792,33.54261443,0.519449997,
103.8627625,17.38264275,33.56584907,0.520000013,
103.9727405,17.46937561,33.60070661,0.520549997,
104.0827259,17.28652,33.63556415,0.521100012,
104.192704,17.45982361,33.6471796,0.521649996,
104.3026894,17.45412064,33.67041796,0.522200012,
104.4126749,17.450037,33.70527178,0.522749996,
104.5227423,17.43839836,33.72850642,0.523300012,
104.6326831,17.50281525,33.76336768,0.523849996,
104.7427133,17.48771667,33.77498314,0.524400012,
104.8526019,17.42066956,33.82145613,0.524949996,
104.9626768,17.50706291,33.85630995,0.525500011,
105.0726101,17.57861328,33.87955204,0.526049995,
105.1826403,17.59879494,33.92602503,0.526600011,
105.292663,17.59962463,33.96087885,0.527149995,
105.4026484,17.55247116,33.97249803,0.527700011,
105.512768,17.62536621,34.00735557,0.528249995,
105.6226566,17.58481789,34.05382857,0.528800011,
105.7326868,17.59540558,34.0770632,0.529349995,
105.842717,17.71258545,34.11192074,0.52990001,
105.952695,17.64841461,34.13515911,0.530449994,
106.0627773,17.88248253,34.15839374,0.53100001,
106.1727032,17.76661682,34.21648964,0.531549994,
106.2827855,17.73990631,34.21648964,0.53210001,
106.392771,17.95171547,34.23972428,0.532649994,
106.5027043,17.99064064,34.27457809,0.53320001,
106.6128239,17.7725563,34.32105109,0.533750025,
106.7226604,17.95897102,34.34429318,0.534299978,
106.8328321,18.04168892,34.37914699,0.534849993,
106.9427282,17.89938545,34.41400081,0.535400009,
107.0527509,17.87024117,34.44885463,0.535950025,
107.1626917,18.04182625,34.46047753,0.536499977,
107.2727665,17.9373703,34.50695053,0.537049993,
107.3826998,17.90656281,34.53018516,0.537600009,
107.4926406,18.10016251,34.55342352,0.538150024,
107.6027527,17.96531296,34.58828107,0.538699977,
107.7126488,18.06897354,34.6115157,0.539249992,
107.8227237,18.11393356,34.64636952,0.539800008,
107.9326123,17.96121979,34.66960788,0.540350024,
108.0426872,18.15319252,34.70446542,0.540899976,
108.1526652,18.16930008,34.73931924,0.541449992,
108.2626507,18.09897423,34.77417305,0.542000008,
108.3727255,18.18918037,34.78579223,0.542550023,
108.4827036,18.36712265,34.83226895,0.543099976,
108.592689,18.23390579,34.85550359,0.543649991,
108.7026671,18.26631737,34.87874195,0.544200007,
108.8126972,18.27398109,34.91359577,0.544750023,
108.9226827,18.39649773,34.93683413,0.545299975,
109.032616,18.41063881,34.97169167,0.545849991,
109.1426462,18.26880646,34.9949263,0.546400007,
109.2526242,18.41651154,35.01816094,0.546950022,
109.3626097,18.43725586,35.0413993,0.547499975,
109.4726399,18.42185211,35.05302221,0.54804999,
109.5826179,18.45412254,35.07625684,0.548600006,
109.6926033,18.58671761,35.11111066,0.549150022,
109.8025814,18.40240669,35.14596447,0.549699974,
109.9126115,18.45766258,35.16920656,0.55024999,
110.0226417,18.54536438,35.18082574,0.550800006,
110.1326644,18.53339958,35.20406038,0.551350021,
110.2426499,18.57321358,35.25053337,0.551899974,
110.3525832,18.63557816,35.27376801,0.552449989,
110.4626581,18.62248421,35.28538719,0.553000005,
110.5725989,18.70947838,35.32024473,0.553550021,
110.6826216,18.60743904,35.36671773,0.554099973,
110.7925624,18.62137032,35.37833691,0.554649989,
110.9026894,18.7172184,35.40157154,0.555200005,
111.0126227,18.76856041,35.43642908,0.55575002,
111.122556,18.78658676,35.45966744,0.556299973,
111.2325788,18.71844292,35.49452126,0.556849988,
111.3425642,18.81986046,35.5293788,0.557400004,
111.4525422,18.8342514,35.55261716,0.55795002,
111.5625799,18.97746849,35.58747098,0.558499972,
111.6725653,18.81753731,35.61070561,0.559049988,
111.7826328,18.77908897,35.63394397,0.559600004,
111.8926182,18.86530685,35.6804207,0.560150019,
112.0026037,18.8641243,35.69203615,0.560699972,
112.1126264,18.93175316,35.71527451,0.561249987,
112.2225672,19.01606369,35.75012833,0.561800003,
112.3325899,18.92857361,35.78498587,0.562350019,
112.4425307,18.92834282,35.80822051,0.562899971,
112.5526503,18.93843269,35.84307805,0.563449987,
112.6626283,18.95236969,35.86631268,0.564000003,
112.7725691,19.02732849,35.90117022,0.564550018,
112.8826886,19.12282944,35.92440858,0.56509997,
112.9925326,19.01768112,35.94764322,0.565649986,
113.1026074,19.06384087,35.97088158,0.566200002,
113.2125854,19.11905861,35.99411622,0.566750018,
113.3226156,19.24666023,36.01735458,0.56729997,
113.4325936,19.14920616,36.05221212,0.567849986,
113.5426238,19.165802,36.07544675,0.568400002,
113.6526093,19.24219131,36.11030057,0.568950017,
113.7625873,19.17275238,36.13354266,0.569499969,
113.8726622,19.24047852,36.15677729,0.570049985,
113.9826477,19.31348038,36.18001565,0.570600001,
114.0926257,19.25841141,36.20325029,0.571150017,
114.2026633,19.40209579,36.22648492,0.571699969,
114.3125445,19.43088722,36.26134619,0.572249985,
114.4226715,19.26212311,36.27296165,0.572800001,
114.5325527,19.20018196,36.29620001,0.573350016,
114.642635,19.44342995,36.33105382,0.573899968,
114.7525236,19.31697845,36.35428846,0.574449984,
114.8626506,19.37400246,36.37753054,0.575,
114.9725318,19.55245399,36.389146,0.575550016,
115.082562,19.50903702,36.435619,0.576100032,
115.1925921,19.48493004,36.45885736,0.576649984,
115.3025776,19.50440407,36.50533408,0.577199999,
115.4126003,19.62189865,36.51694953,0.577750015,
115.5225858,19.56843567,36.55180708,0.578300031,
115.6325713,19.66371155,36.58666089,0.578849983,
115.7426387,19.62586975,36.60989925,0.579399999,
115.8524826,19.65666771,36.63313761,0.579950015,
115.9626544,19.73328209,36.66799143,0.580500031,
116.072543,19.67371178,36.70284525,0.581049983,
116.1826625,19.73784828,36.72608361,0.581599998,
116.2925512,19.73364639,36.76094115,0.582150014,
116.402626,19.75186539,36.78417578,0.58270003,
116.5126562,19.78042221,36.8190296,0.583249982,
116.6225895,19.84359741,36.85388714,0.583799998,
116.7327613,19.79117775,36.8771255,0.584350014,
116.8426499,19.81413651,36.90036014,0.58490003,
116.9527173,19.89890671,36.93521395,0.585449982,
117.0627028,19.87053299,36.95845231,0.585999997,
117.1726361,19.84600258,36.99330986,0.586550013,
117.2827631,20.05816841,37.01654449,0.587100029,
117.3925996,19.92544365,37.03978285,0.587649981,
117.5027266,19.96209526,37.06301749,0.588199997,
117.6127121,20.1017704,37.08625957,0.588750013,
117.7227423,20.17705154,37.12111339,0.589300028,
117.8326756,20.05294991,37.14434803,0.589849981,
117.942661,19.94041824,37.17920184,0.590399996,
118.0526838,20.11102295,37.20244393,0.590950012,
118.1626692,20.22927666,37.22567856,0.591500028,
118.2726473,20.04547691,37.2605361,0.59204998,
118.3826774,20.23207283,37.28377074,0.592599996,
118.4926182,20.31135178,37.31862456,0.593150012,
118.6026409,20.14424324,37.34186664,0.593700027,
118.7126264,20.17185402,37.37672046,0.59424998,
118.8227013,20.33130455,37.39995509,0.594799995,
118.9326346,20.15921211,37.42319345,0.595350011,
119.0426201,20.32350159,37.458051,0.595900027,
119.1525981,20.3435421,37.49290481,0.596449979,
119.2626283,20.24269676,37.51613945,0.596999995,
119.3725094,20.42111588,37.53937781,0.597550011,
119.4826365,20.32663155,37.57423535,0.598100026,
119.5926219,20.31560135,37.58585453,0.598649979,
119.7025552,20.50010681,37.60908917,0.599199994,
119.8126301,20.45459747,37.64394298,0.59975001,
119.9225187,20.43755913,37.67880052,0.600300026,
120.0326383,20.64271545,37.70203888,0.600849978,
120.1425344,20.4234848,37.72527352,0.601399994,
120.2526465,20.57366371,37.76012734,0.60195001,
120.3625873,20.61245155,37.7833657,0.602500025,
120.4726174,20.54667854,37.81822324,0.603049978,
120.5826402,20.49111366,37.8414616,0.603599993,
120.6925809,20.58843422,37.87631541,0.604150009,
120.802559,20.62962914,37.89955005,0.604700025,
120.9125891,20.66669464,37.92279214,0.605249977,
121.022664,20.64139366,37.95764595,0.605799993,
121.1325973,20.64178085,37.96926141,0.606350009,
121.2425381,20.79592705,38.0157344,0.606900024,
121.3525608,20.74349403,38.05059567,0.607449977,
121.462591,20.67746735,38.06221113,0.607999992,
121.5725243,20.83924675,38.09706494,0.608550008,
121.6825098,20.858078,38.10868412,0.609100024,
121.7925847,20.87760925,38.13192248,0.609649976,
121.9025627,20.80317688,38.17839548,0.610199992,
122.0125929,20.79249001,38.19001466,0.610750008,
122.1225783,20.80123138,38.22486848,0.611300023,
122.2326085,20.878479,38.25972229,0.611849976,
122.3425418,21.15002823,38.28296438,0.612399991,
122.4526241,20.92655182,38.31781819,0.612950007,
122.5626022,20.86645317,38.34105656,0.613500023,
122.6725355,20.99427032,38.35267201,0.614049975,
122.7825657,21.02336693,38.39914873,0.614599991,
122.8925511,20.92463112,38.42238709,0.615150007,
123.0025813,21.00024605,38.43400255,0.615700022,
123.1125072,21.17199707,38.45724091,0.616249975,
123.2225895,21.11749458,38.49209473,0.61679999,
123.3325675,21.05716324,38.52695227,0.617350006,
123.4425977,21.14291763,38.5501869,0.617900022,
